author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303902409/,Московская область,sale,flat,12,12,3,81.2,63900000.0,Сокол, Врубеля,4к1,Сокол,Врубеля 4,2023,-1.0,-1,-1.0,-1,"50,2 м²","6,1 м²",79660513426.0
Dominanta,developer,https://www.cian.ru/sale/flat/300728860/,Московская область,sale,flat,34,41,3,92.02,73984080.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,87 м²,-1,74951374257.0
RRR,developer,https://yaroslavl.cian.ru/sale/flat/292663416/,Московская область,sale,flat,2,12,3,88.9,8607730.0,пос. Красный Бор, Мирная,11,,Сити-Парк Преображение,2023,-1.0,"Монолитно-кирпичный, монолитный",-1.0,Предчистовая,"46,2 м²","17,4 м²",74852319414.0
МИЭЛЬ офис В Солнечногорске,real_estate_agent,https://www.cian.ru/sale/flat/307535888/,Московская область,sale,flat,17,17,3,74.0,20982000.0,Марьино, Верхние Поля,40К1,Люблино,,-1,-1.0,-1,-1.0,-1,45 м²,10 м²,79645797626.0
ПМД,developer,https://perm.cian.ru/sale/flat/301218756/,Московская область,sale,flat,1,9,4,69.8,9609050.0,Индустриальный, Карпинского,115,,Кварталы Свобода,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая",-1,-1,73422308254.0
Исток,real_estate_agent,https://saratov.cian.ru/sale/flat/305948834/,Московская область,sale,flat,5,5,4,92.6,9900000.0,Октябрьский,Рабочая ,10,,,-1,-1.0,-1,-1.0,-1,"60,4 м²","12,2 м²",79869804772.0
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/305800014/,Московская область,sale,flat,26,41,3,76.0,45000000.0,Раменки,1-й Сетуньский проезд,6С6,Кутузовская,Hide,2024,-1.0,-1,-1.0,-1,50 м²,12 м²,79660534147.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/306504309/,Московская область,sale,flat,18,18,4,157.0,165000000.0,Академический,Новочеремушкинская ,17,Академическая,Новочеремушкинская 17,2020,-1.0,-1,-1.0,-1,-1,20 м²,79645660140.0
CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/sale/flat/307534415/,Москва,sale,flat,14,17,4,137.2,59000000.0,Тропарево-Никулино,Никулинская ,27,Озёрная,,1997,-1.0,-1,-1.0,-1,102 м²,14 м²,79660627541.0
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/274265917/,Москва,sale,flat,3,38,4,144.0,59000000.0,Раменки,Мосфильмовская ,70к1,Минская,Воробьевы Горы,2004,-1.0,-1,-1.0,-1,-1,-1,79660628790.0
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/298648663/,Москва,sale,flat,7,14,4,96.2,60000000.0,Раменки,,к10,Минская,Вест Гарден ЖК,2023,-1.0,-1,-1.0,-1,-1,-1,79067419125.0
Место,real_estate_agent,https://www.cian.ru/sale/flat/304121646/,Москва,sale,flat,5,8,4,129.3,77200000.0,Тверской,Тверская ,27С2,Маяковская,,1902,-1.0,-1,-1.0,-1,67 м²,20 м²,79629002843.0
Dominanta,developer,https://www.cian.ru/sale/flat/300728892/,Москва,sale,flat,39,41,2,65.69,48446375.0,Раменки,1-й Сетуньский проезд,вл8,Кутузовская,Hide,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"60,7 м²",-1,74951374257.0
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/304787065/,Москва,sale,flat,79,97,1,73.0,72900000.0,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация,-1,-1.0,-1,-1.0,-1,50 м²,18 м²,79850016320.0
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/303920462/,Москва,sale,flat,17,78,2,92.0,73000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,80 м²,-1,79647927191.0
Dominanta,developer,https://www.cian.ru/sale/flat/300728892/,Москва,sale,flat,39,41,2,65.69,48446375.0,Раменки,1-й Сетуньский проезд,вл8,Кутузовская,Hide,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"60,7 м²",-1,74951374257.0
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/304787065/,Москва,sale,flat,79,97,1,73.0,72900000.0,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация,-1,-1.0,-1,-1.0,-1,50 м²,18 м²,79850016320.0
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/303920462/,Москва,sale,flat,17,78,2,92.0,73000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,80 м²,-1,79647927191.0
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304196611/,Москва,sale,flat,22,56,2,71.0,33400000.0,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers,2024,-1.0,-1,-1.0,-1,-1,-1,79169594598.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306600530/,Москва,sale,flat,8,37,2,48.2,29000000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava,2023,-1.0,-1,-1.0,-1,"37,1 м²",5 м²,79660472653.0
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304196611/,Москва,sale,flat,22,56,2,71.0,33400000.0,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers,2024,-1.0,-1,-1.0,-1,-1,-1,79169594598.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306600530/,Москва,sale,flat,8,37,2,48.2,29000000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava,2023,-1.0,-1,-1.0,-1,"37,1 м²",5 м²,79660472653.0
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308568986/,Москва,sale,flat,5,9,3,59.0,23950000.0,Раменки,Винницкая ,17,Раменки,,1970,-1.0,-1,-1.0,-1,"42,2 м²","6,7 м²",79099114698.0
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/306214968/,Москва,sale,flat,3,16,3,68.6,26300000.0,Москворечье-Сабурово,переулок 1-й Котляковский,4к3,Каширская,LIFE Варшавская,2024,-1.0,-1,-1.0,Чистовая,"30,8 м²",10 м²,79162269041.0
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308038194/,Москва,sale,flat,8,12,3,65.7,26610000.0,Раменки,Мичуринский проспект,54К2,Раменки,,1973,-1.0,-1,-1.0,-1,44 м²,"7,3 м²",79099114698.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306638926/,Москва,sale,flat,10,36,3,77.7,28500000.0,Левобережный,Фестивальная ,15к24/3,Речной вокзал,Фестиваль парк-2,-1,-1.0,-1,-1.0,-1,46 м²,10 м²,79856327486.0
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/309056610/,Москва,sale,flat,6,17,3,79.0,29000000.0,Черемушки,Новочеремушкинская ,57,Новые Черёмушки,,2002,-1.0,-1,-1.0,-1,53 м²,"12,6 м²",79153383587.0
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/302968133/,Москва,sale,flat,17,22,3,83.0,29000000.0,Марьина роща,Шереметьевская ,37К1,Бутырская,,-1,-1.0,-1,-1.0,-1,58 м²,10 м²,79165727913.0
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/307525684/,Москва,sale,flat,8,22,4,220.0,74900000.0,Хорошево-Мневники,проспект Маршала Жукова,78к5,Бульвар Генерала Карбышева,Континенталь,2011,-1.0,-1,-1.0,-1,-1,20 м²,79637877048.0
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/302968133/,Москва,sale,flat,17,22,3,83.0,29000000.0,Марьина роща,Шереметьевская ,37К1,Бутырская,,-1,-1.0,-1,-1.0,-1,58 м²,10 м²,79165727913.0
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/307509475/,Москва,sale,flat,2,33,3,65.8,29000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,-1,-1.0,-1,-1.0,-1,50 м²,"10,8 м²",79653792954.0
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/306665733/,Москва,sale,flat,17,51,1,44.45,27000000.0,Пресненский,Шмитовский проезд,39с4.2,Шелепиха,Headliner,2023,-1.0,-1,-1.0,-1,-1,"15,7 м²",79857943691.0
Оптима МСК,official_representative,https://www.cian.ru/sale/flat/307871244/,Москва,sale,flat,3,4,1,38.5,27335000.0,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills,2024,-1.0,-1,-1.0,-1,-1,7 м²,79670385970.0
ID 22653,real_estate_agent,https://www.cian.ru/sale/flat/293088942/,Москва,sale,flat,13,18,1,49.7,28000000.0,Даниловский,бульвар Братьев Весниных,2,ЗИЛ,ЗИЛАРТ,2020,-1.0,-1,-1.0,-1,-1,"24,8 м²",79660506490.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307379098/,Москва,sale,flat,30,33,2,54.0,34000000.0,Хорошево-Мневники,Северо-Западный ао,10к2,Шелепиха,Левел Причальный ЖК,2024,-1.0,-1,-1.0,-1,30 м²,12 м²,79661134727.0
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/308831818/,Москва,sale,flat,5,24,3,90.0,36000000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City,2023,-1.0,-1,-1.0,-1,53 м²,17 м²,79165754905.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307956811/,Москва,sale,flat,12,24,2,68.0,39800000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,39 м²,10 м²,79164691158.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299237057/,Москва,sale,flat,13,21,3,61.0,42800000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov,2024,-1.0,-1,-1.0,-1,27 м²,"19,3 м²",79660640585.0
Константин Краснюков,realtor,https://www.cian.ru/sale/flat/307874387/,Москва,sale,flat,5,33,2,44.9,28990000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,2023,-1.0,-1,-1.0,-1,"32,9 м²",4 м²,79192803610.0
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/304837627/,Москва,sale,flat,5,5,4,229.9,140000000.0,Пресненский, Спиридоновка,27/24,Баррикадная,,1906,-1.0,-1,-1.0,-1,-1,25 м²,79168080401.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297233657/,Москва,sale,flat,5,8,4,164.0,165000000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021,-1.0,-1,-1.0,-1,84 м²,19 м²,79652685525.0
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/307823657/,Москва,sale,flat,6,8,4,160.0,192000000.0,Пресненский,Малый Козихинский переулок,7,Пушкинская,,2004,-1.0,-1,-1.0,-1,-1,-1,79164309873.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307585732/,Москва,sale,flat,6,7,4,230.0,295000000.0,Хамовники,1-й Зачатьевский переулок,4,Кропоткинская,,-1,-1.0,-1,-1.0,-1,119 м²,25 м²,79161938368.0
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/306841214/,Москва,sale,flat,18,21,4,272.0,400000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,"141,7 м²",22 м²,79165754905.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297233657/,Москва,sale,flat,5,8,4,164.0,165000000.0,Пресненский,Средний Тишинский переулок,5,Белорусская,Дом на Тишинке,2021,-1.0,-1,-1.0,-1,84 м²,19 м²,79652685525.0
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/307823657/,Москва,sale,flat,6,8,4,160.0,192000000.0,Пресненский,Малый Козихинский переулок,7,Пушкинская,,2004,-1.0,-1,-1.0,-1,-1,-1,79164309873.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,6,7,3,182.0,290000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,2017,-1.0,-1,-1.0,-1,120 м²,20 м²,79057122519.0
Григорий Казаков,realtor,https://www.cian.ru/sale/flat/306566678/,Москва,sale,flat,14,21,3,66.0,16600000.0,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,Южные сады,2023,-1.0,-1,-1.0,-1,"28,9 м²","16,4 м²",79778077332.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,6,7,3,182.0,290000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,2017,-1.0,-1,-1.0,-1,120 м²,20 м²,79057122519.0
Григорий Казаков,realtor,https://www.cian.ru/sale/flat/306566678/,Москва,sale,flat,14,21,3,66.0,16600000.0,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,Южные сады,2023,-1.0,-1,-1.0,-1,"28,9 м²","16,4 м²",79778077332.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306695899/,Москва,sale,flat,2,21,3,64.3,26400000.0,Хорошевский, Зорге,9Ак1,Зорге,Зорге 9,2024,-1.0,-1,-1.0,-1,-1,20 м²,79652904123.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,6,7,3,182.0,290000000.0,Таганский,Котельническая набережная,21,Таганская,Симфония набережных,2017,-1.0,-1,-1.0,-1,120 м²,20 м²,79057122519.0
Григорий Казаков,realtor,https://www.cian.ru/sale/flat/306566678/,Москва,sale,flat,14,21,3,66.0,16600000.0,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,Южные сады,2023,-1.0,-1,-1.0,-1,"28,9 м²","16,4 м²",79778077332.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306695899/,Москва,sale,flat,2,21,3,64.3,26400000.0,Хорошевский, Зорге,9Ак1,Зорге,Зорге 9,2024,-1.0,-1,-1.0,-1,-1,20 м²,79652904123.0
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/280116651/,Москва,sale,flat,62,77,2,111.0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS,-1,-1.0,-1,-1.0,-1,70 м²,30 м²,79850016320.0
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/305638927/,Москва,sale,flat,4,8,3,134.0,153250000.0,Красносельский,Милютинский переулок,3,Лубянка,,1898,-1.0,-1,-1.0,-1,-1,16 м²,79660513744.0
VIСTORY GROUP,real_estate_agent,https://www.cian.ru/sale/flat/308550902/,Москва,sale,flat,4,9,2,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2023,-1.0,-1,-1.0,-1,70 м²,18 м²,79853190679.0
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/305596218/,Москва,sale,flat,3,9,2,148.5,189000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya,2021,-1.0,-1,-1.0,-1,114 м²,20 м²,79689523570.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307850573/,Москва,sale,flat,2,23,2,62.7,31500000.0,Хорошево-Мневники, Нижние Мневники,16к3,Терехово ,Остров,2024,-1.0,-1,-1.0,Без отделки,30 м²,20 м²,79660563269.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/285074040/,Москва,sale,flat,8,14,3,210.0,200000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал,2013,-1.0,-1,-1.0,-1,-1,-1,79067872955.0
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/308138114/,Москва,sale,flat,3,4,3,136.6,340000000.0,Якиманка,Софийская набережная,10,Боровицкая,"Золотой, жилой квартал",2021,-1.0,-1,-1.0,-1,-1,-1,79166412202.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303476382/,Москва,sale,flat,8,20,3,58.96,28000000.0,Даниловский,Автозаводская ,23с931к3,Технопарк,WOW,2024,-1.0,-1,-1.0,-1,"38,9 м²",5 м²,79854726844.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304597500/,Москва,sale,flat,3,7,4,227.0,966656999.0,Хамовники, Ефремова,19к2,Спортивная,Knightsbridge Private Park,2017,-1.0,-1,-1.0,-1,"109,7 м²","21,5 м²",79160423858.0
Trust Realty,real_estate_agent,https://www.cian.ru/sale/flat/309098332/,Москва,sale,flat,2,5,4,140.0,150000000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,2021,-1.0,-1,-1.0,-1,100 м²,10 м²,79031210499.0
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302535803/,Москва,sale,flat,8,9,4,150.0,231523500.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,2020,-1.0,-1,-1.0,-1,-1,40 м²,79639769503.0
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/302535010/,Москва,sale,flat,3,8,-1,222.0,257500000.0,Раменки,Мосфильмовская ,1к9,Ломоносовский проспект,Вишневый сад,2020,-1.0,-1,-1.0,-1,-1,50 м²,79639769503.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303619557/,Москва,sale,flat,9,16,4,120.0,52900000.0,Коньково, Островитянова,11К1,Коньково,,2004,-1.0,-1,-1.0,-1,-1,10 м²,79057198567.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306210139/,Москва,sale,flat,3,7,2,66.1,72000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,2016,-1.0,-1,-1.0,-1,40 м²,-1,79629772459.0
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/286514413/,Москва,sale,flat,5,6,3,78.1,72499274.0,Тверской,1-я Тверская-Ямская ,18,Маяковская,,-1,-1.0,-1,-1.0,-1,44 м²,"9,9 м²",79670580817.0
Msk Estate,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308751357/,Москвская область,sale,flat,3,4,1,28.4,5680000.0,,Октябрьский проспект,403,Панки,,1938,-1.0,-1,-1.0,-1,10 м²,2 м²,79623618724.0
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://reutov.cian.ru/sale/flat/309096725/,Москвская область,sale,flat,2,5,2,41.1,6600000.0,, Победы,14,Реутов,,-1,-1.0,-1,-1.0,-1,30 м²,6 м²,79197214952.0
Стройспецмонтаж,developer,https://www.cian.ru/sale/flat/300434226/,Москвская область,sale,flat,5,9,2,57.6,7200000.0,,,,,Мой город,2024,-1.0,-1,-1.0,Чистовая,"30,9 м²","13,4 м²",74951344712.0
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/308490659/,Москвская область,sale,flat,12,12,1,42.06,20600000.0,Покровское-Стрешнево,Летная ,95Бк2,Спартак,ÁLIA,2024,-1.0,-1,-1.0,-1,"17,3 м²",15 м²,79165343231.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307152440/,Москвская область,sale,flat,3,9,4,143.0,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,-1,-1.0,-1,-1.0,-1,90 м²,40 м²,79057122519.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/302377814/,Москвская область,sale,flat,3,33,3,79.53,38500000.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК,2025,-1.0,-1,-1.0,Без отделки,"26,3 м²","16,9 м²",79660619463.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308069431/,Москвская область,sale,flat,3,6,3,156.6,89000000.0,Покровское-Стрешнево,Береговая ,4К4,Стрешнево,Покровский берег,-1,-1.0,-1,-1.0,-1,"143,6 м²",8 м²,79651278735.0
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/305688775/,Москвская область,sale,flat,11,13,3,143.0,94900000.0,Пресненский,Большая Садовая ,5к2,Маяковская,Квартал апартаментов Сады Пекина,2016,-1.0,-1,-1.0,-1,-1,20 м²,79175745176.0
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/305069664/,Москвская область,sale,flat,9,12,3,105.0,98000000.0,Замоскворечье,Руновский переулок,10С1,Новокузнецкая,,2006,-1.0,-1,-1.0,-1,-1,14 м²,79660583592.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650800/,Москвская область,sale,flat,9,57,3,158.0,212828440.0,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,2007,-1.0,-1,-1.0,-1,-1,25 м²,79684858420.0
SaFri,real_estate_agent,https://spb.cian.ru/sale/flat/308830127/,Москвская область,sale,flat,8,9,1,43.7,18135500.0,Петроградский,Петровский проспект,24к3,Крестовский остров,Петровская ривьера,2019,-1.0,-1,-1.0,-1,"13,8 м²","20,5 м²",79817214105.0
ПСК-6,developer,https://ufa.cian.ru/sale/flat/299760926/,Москвская область,sale,flat,4,25,1,141.9,19154000.0,Октябрьский, 50 лет СССР,34,,Статус,2023,-1.0,Монолитно-кирпичный,-1.0,Черновая,-1,-1,73472118379.0
Строй Курорт,real_estate_agent,https://krasnodar.cian.ru/sale/flat/304615323/,Москвская область,sale,flat,7,9,1,30.0,27000000.0,Сириус пгт, 65 лет Победы,50,,,2018,-1.0,-1,-1.0,-1,-1,10 м²,79182107586.0
ЖилСервис,real_estate_agent,https://omsk.cian.ru/sale/flat/305460115/,Москвская область,sale,flat,1,15,1,36.0,7390000.0,Центральный, Успенского,31Б,,,2021,-1.0,-1,-1.0,-1,17 м²,10 м²,79835202558.0
Элитный берег,real_estate_agent,https://sochi.cian.ru/sale/flat/308464340/,Москвская область,sale,flat,2,3,2,108.0,140000000.0,Хостинский,Курортный проспект,89,,Камелия,2014,-1.0,-1,-1.0,-1,80 м²,20 м²,79628755899.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881521/,Москвская область,sale,flat,2,8,2,77.0,100000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2018,-1.0,-1,-1.0,-1,-1,15 м²,79057122519.0
Элитный берег,real_estate_agent,https://sochi.cian.ru/sale/flat/308464340/,Москвская область,sale,flat,2,3,2,108.0,140000000.0,Хостинский,Курортный проспект,89,,Камелия,2014,-1.0,-1,-1.0,-1,80 м²,20 м²,79628755899.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881521/,Москвская область,sale,flat,2,8,2,77.0,100000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский,2018,-1.0,-1,-1.0,-1,-1,15 м²,79057122519.0
Century 21,real_estate_agent,https://spb.cian.ru/sale/flat/308077433/,Москвская область,sale,flat,3,22,4,91.0,28800000.0,Красносельский,проспект Героев,33,Ленинский проспект,Legenda Героев,-1,-1.0,-1,-1.0,-1,"36,7 м²","26,8 м²",79117238667.0
СК10,developer,https://rostov.cian.ru/sale/flat/271623910/,Москвская область,sale,flat,3,9,4,128.1,29140000.0,Ленинский,Пушкинская ,97,,Пушкин,2023,-1.0,-1,-1.0,Без отделки,-1,"13,3 м²",78632251200.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303866842/,Новая Москва,sale,flat,18,22,4,100.1,23500000.0,Восточное Измайлово,15-я Парковая ,28,Первомайская,,1989,-1.0,-1,-1.0,-1,-1,"10,1 м²",79645650998.0
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/297310313/,Новая Москва,sale,flat,7,7,4,133.7,60200000.0,Центральный,Стремянная ,15/1,Маяковская,Дворцовая слобода,2013,-1.0,-1,-1.0,-1,86 м²,"16,1 м²",79112304583.0
Active Group - Арендафон. Штаб Квартир,real_estate_agent,https://spb.cian.ru/sale/flat/306689246/,Новая Москва,sale,flat,7,9,4,159.8,58990000.0,Петроградский,Петровский проспект,11к2,Крестовский остров,Neva Haus,2020,-1.0,-1,-1.0,-1,"91,5 м²",17 м²,79819217172.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307777998/,Новая Москва,sale,flat,25,38,1,34.7,17500000.0,Западное Дегунино,Ильменский проезд,14к8,Селигерская,Селигер Сити,2020,-1.0,-1,-1.0,-1,18 м²,10 м²,79096620847.0
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/307143151/,Новая Москва,sale,flat,4,9,3,67.0,37000000.0,Дорогомилово,Кутузовский проспект,23К1,Москва-Сити,,1946,-1.0,-1,-1.0,-1,"32,3 м²","20,3 м²",79672091419.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307537074/,Новая Москва,sale,flat,16,53,3,53.0,37000000.0,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner,2019,-1.0,-1,-1.0,-1,"41,8 м²",-1,79151281011.0
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/304779483/,Новая Москва,sale,flat,15,22,4,112.0,38400000.0,Кунцево,Истринская ,8к3,Кунцевская,На Истринской,2012,-1.0,-1,-1.0,-1,-1,35 м²,79060436264.0
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/307091393/,Новая Москва,sale,flat,4,35,3,84.3,39800000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,2022,-1.0,-1,-1.0,-1,"48,8 м²","23,5 м²",79067786797.0
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298973372/,Новая Москва,sale,flat,14,36,3,96.0,56000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы,2018,-1.0,-1,-1.0,-1,33 м²,40 м²,79645504947.0
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/303572167/,Новая Москва,sale,flat,10,10,4,189.0,185000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,,2002,-1.0,-1,-1.0,-1,-1,31 м²,79660621737.0
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/305342526/,Новая Москва,sale,flat,11,27,1,41.4,16490000.0,Лефортово, Золоторожский Вал,,Серп и Молот,Символ,2025,-1.0,-1,-1.0,Без отделки,15 м²,18 м²,79660622759.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307955014/,Новая Москва,sale,flat,12,19,1,42.1,17000000.0,Даниловский,Дубининская ,69А,Тульская,,-1,-1.0,-1,-1.0,-1,"22,4 м²","12,1 м²",79099907245.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307389261/,Новая Москва,sale,flat,16,23,1,44.0,19000000.0,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,М-House,2014,-1.0,-1,-1.0,-1,-1,10 м²,79651446086.0
HOME INVEST,real_estate_agent,https://spb.cian.ru/sale/flat/291308369/,Новая Москва,sale,flat,2,22,1,38.0,6200000.0,,бульвар Воронцовский,8,Девяткино,GreenЛандия,2015,-1.0,-1,-1.0,-1,16 м²,-1,79812509692.0
Гранд Хаус,real_estate_agent,https://spb.cian.ru/sale/flat/300843403/,Новая Москва,sale,flat,14,16,1,36.0,6900000.0,Невский, Коллонтай,19К4,Проспект Большевиков,,1988,-1.0,-1,-1.0,-1,"18,1 м²",8 м²,79818105602.0
